Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code,
"FA853022F0004","FA850120D0002","0","0","DO Delivery Order","$47,775.00","May 31, 2022","Sep 7, 2021","5700","DEPT OF THE AIR FORCE","FA8530  AFSC PZIE","S","U099","EDUCATION/TRAINING- OTHER","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","ORLANDO","FL","328263714","NONE","NONE OF THE ABOVE","CH34JZ4179Q3","GCFUCHL158N5","CRYTEK GMBH","MASS VIRTUAL, INC.","6CZ17",
"FA853022F0006","FA850120D0002","P00001","0","DO Delivery Order","$0.00","Aug 12, 2022","Jul 7, 2022","5700","DEPT OF THE AIR FORCE","FA8530  AFSC PZIE","S","U099","EDUCATION/TRAINING- OTHER","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","ORLANDO","FL","328263714","NONE","NONE OF THE ABOVE","CH34JZ4179Q3","GCFUCHL158N5","CRYTEK GMBH","MASS VIRTUAL, INC.","6CZ17",
"FA853022F0012","FA850120D0002","0","0","DO Delivery Order","$162,562.00","Sep 14, 2022","Sep 12, 2022","5700","DEPT OF THE AIR FORCE","FA8530  AFSC PZIE","S","U099","EDUCATION/TRAINING- OTHER","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","ORLANDO","FL","328263714","NONE","NONE OF THE ABOVE","CH34JZ4179Q3","GCFUCHL158N5","CRYTEK GMBH","MASS VIRTUAL, INC.","6CZ17",
"FA850120D0002",,"0",0,"IDC Indefinite Delivery Contract","$0.00","Sep 24, 2020","Jul 7, 2020","5700","DEPT OF THE AIR FORCE","FA8501  OPL CONTRACTING AFSC/PZIO","S","U099","EDUCATION/TRAINING- OTHER","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","ORLANDO","FL","328263714","NONE","NONE OF THE ABOVE","CH34JZ4179Q3","GCFUCHL158N5","CRYTEK GMBH","MASS VIRTUAL, INC.","6CZ17",
"FA465922F0048","FA850120D0002","0","0","DO Delivery Order","$1,200,098.34","Sep 29, 2022","Sep 7, 2022","5700","DEPT OF THE AIR FORCE","FA4659  319 CONS PK","P","7A21","IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE)","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","ORLANDO","FL","328263714","NONE","NONE OF THE ABOVE","CH34JZ4179Q3","GCFUCHL158N5","CRYTEK GMBH","MASS VIRTUAL, INC.","6CZ17",
"FA441722F0233","FA850120D0002","0","0","DO Delivery Order","$1,452,210.72","Sep 8, 2022","Aug 12, 2022","5700","DEPT OF THE AIR FORCE","FA4417 1 SOCONS","P","6930","OPERATION TRAINING DEVICES","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","ORLANDO","FL","328263714","NONE","NONE OF THE ABOVE","CH34JZ4179Q3","GCFUCHL158N5","CRYTEK GMBH","MASS VIRTUAL, INC.","6CZ17",
"FA441722F0249","FA850120D0002","0","0","DO Delivery Order","$122,379.40","Aug 24, 2022",,"5700","DEPT OF THE AIR FORCE","FA4417 1 SOCONS","S","U099","EDUCATION/TRAINING- OTHER","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","ORLANDO","FL","328263714","NONE","NONE OF THE ABOVE","CH34JZ4179Q3","GCFUCHL158N5","CRYTEK GMBH","MASS VIRTUAL, INC.","6CZ17",
"FA462022F0071","FA850120D0002","0","0","DO Delivery Order","$34,555.00","Jun 2, 2022",,"5700","DEPT OF THE AIR FORCE","FA4620  92 CONS LGC","S","U099","EDUCATION/TRAINING- OTHER","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","ORLANDO","FL","328263714","NONE","NONE OF THE ABOVE","CH34JZ4179Q3","GCFUCHL158N5","CRYTEK GMBH","MASS VIRTUAL, INC.","6CZ17",
"FA489022F0081","FA850120D0002","0","0","DO Delivery Order","$189,277.07","Sep 16, 2022",,"5700","DEPT OF THE AIR FORCE","FA4890  HQ ACC AMIC","P","5340","HARDWARE, COMMERCIAL","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","ORLANDO","FL","328263714","NONE","NONE OF THE ABOVE","CH34JZ4179Q3","GCFUCHL158N5","CRYTEK GMBH","MASS VIRTUAL, INC.","6CZ17",
"FA680022F0012","FA850120D0002","0","0","DO Delivery Order","$1,033,534.25","Sep 20, 2022","Sep 6, 2022","5700","DEPT OF THE AIR FORCE","FA6800 AFICC 767 ESF","P","6910","TRAINING AIDS","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","ORLANDO","FL","328263714","NONE","NONE OF THE ABOVE","CH34JZ4179Q3","GCFUCHL158N5","CRYTEK GMBH","MASS VIRTUAL, INC.","6CZ17",
"FA850120F0125","FA850120D0002","0","0","DO Delivery Order","$7,790,787.00","Sep 24, 2020",,"5700","DEPT OF THE AIR FORCE","FA8501  OPL CONTRACTING AFSC/PZIO","S","U099","EDUCATION/TRAINING- OTHER","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","ORLANDO","FL","328263714","NONE","NONE OF THE ABOVE","CH34JZ4179Q3","GCFUCHL158N5","CRYTEK GMBH","MASS VIRTUAL, INC.","6CZ17",
"FA850120F0125","FA850120D0002","P00004","0","DO Delivery Order","-$503.50","Aug 17, 2021",,"5700","DEPT OF THE AIR FORCE","FA8501  OPL CONTRACTING AFSC/PZIO","S","U099","EDUCATION/TRAINING- OTHER","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","ORLANDO","FL","328263714","NONE","NONE OF THE ABOVE","CH34JZ4179Q3","GCFUCHL158N5","CRYTEK GMBH","MASS VIRTUAL, INC.","6CZ17",
"FA850121F0066","FA850120D0002","0","0","DO Delivery Order","$123,031.00","May 21, 2021","May 5, 2021","5700","DEPT OF THE AIR FORCE","FA8501  OPL CONTRACTING AFSC/PZIO","S","U099","EDUCATION/TRAINING- OTHER","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","ORLANDO","FL","328263714","NONE","NONE OF THE ABOVE","CH34JZ4179Q3","GCFUCHL158N5","CRYTEK GMBH","MASS VIRTUAL, INC.","6CZ17",
"FA480022F0198","FA850120D0002","0","0","DO Delivery Order","$1,105,414.23","Sep 8, 2022","Aug 30, 2022","5700","DEPT OF THE AIR FORCE","FA4800  633 CONS PKP","P","7B20","IT AND TELECOM - HIGH PERFORMANCE COMPUTE (HARDWARE AND PERPETUAL LICENSE SOFTWARE)","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","ORLANDO","FL","328263714","NONE","NONE OF THE ABOVE","CH34JZ4179Q3","GCFUCHL158N5","CRYTEK GMBH","MASS VIRTUAL, INC.","6CZ17",
"FA850120D0002",,"P00005",0,"IDC Indefinite Delivery Contract","$0.00","Sep 27, 2021","Jul 7, 2020","5700","DEPT OF THE AIR FORCE","FA8501  OPL CONTRACTING AFSC/PZIO","S","U099","EDUCATION/TRAINING- OTHER","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","ORLANDO","FL","328263714","NONE","NONE OF THE ABOVE","CH34JZ4179Q3","GCFUCHL158N5","CRYTEK GMBH","MASS VIRTUAL, INC.","6CZ17",
"FA850121F0187","FA850120D0002","P00001","0","DO Delivery Order","$17,117.74","May 13, 2022","Aug 10, 2021","5700","DEPT OF THE AIR FORCE","FA8501  OPL CONTRACTING AFSC/PZIO","S","U099","EDUCATION/TRAINING- OTHER","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","ORLANDO","FL","328263714","NONE","NONE OF THE ABOVE","CH34JZ4179Q3","GCFUCHL158N5","CRYTEK GMBH","MASS VIRTUAL, INC.","6CZ17",
"FA853021F0007","FA850120D0002","P00001","0","DO Delivery Order","$0.00","Sep 21, 2021","Jul 28, 2021","5700","DEPT OF THE AIR FORCE","FA8530  AFSC PZIE","S","U099","EDUCATION/TRAINING- OTHER","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","ORLANDO","FL","328263714","NONE","NONE OF THE ABOVE","CH34JZ4179Q3","GCFUCHL158N5","CRYTEK GMBH","MASS VIRTUAL, INC.","6CZ17",
"FA853022F0006","FA850120D0002","0","0","DO Delivery Order","$210,664.13","Jul 28, 2022","Jul 7, 2022","5700","DEPT OF THE AIR FORCE","FA8530  AFSC PZIE","S","U099","EDUCATION/TRAINING- OTHER","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","ORLANDO","FL","328263714","NONE","NONE OF THE ABOVE","CH34JZ4179Q3","GCFUCHL158N5","CRYTEK GMBH","MASS VIRTUAL, INC.","6CZ17",
"FA853022F0013","FA850120D0002","0","0","DO Delivery Order","$285,184.95","Sep 21, 2022","Sep 9, 2022","5700","DEPT OF THE AIR FORCE","FA8530  AFSC PZIE","S","U099","EDUCATION/TRAINING- OTHER","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","ORLANDO","FL","328263714","NONE","NONE OF THE ABOVE","CH34JZ4179Q3","GCFUCHL158N5","CRYTEK GMBH","MASS VIRTUAL, INC.","6CZ17",
"FA853022F0016","FA850120D0002","0","0","DO Delivery Order","$257,321.29","Sep 28, 2022","Sep 22, 2022","5700","DEPT OF THE AIR FORCE","FA8530  AFSC PZIE","S","U099","EDUCATION/TRAINING- OTHER","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","ORLANDO","FL","328263714","NONE","NONE OF THE ABOVE","CH34JZ4179Q3","GCFUCHL158N5","CRYTEK GMBH","MASS VIRTUAL, INC.","6CZ17",
"FA822423F0035","FA850120D0002","0","0","DO Delivery Order","$138,502.00","Jan 19, 2023",,"5700","DEPT OF THE AIR FORCE","FA8224  OL H  PZI PZIM","P","6910","TRAINING AIDS","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","ORLANDO","FL","328263714","NONE","NONE OF THE ABOVE","CH34JZ4179Q3","GCFUCHL158N5","CRYTEK GMBH","MASS VIRTUAL, INC.","6CZ17",
"FA445222F0066","FA850120D0002","0","0","DO Delivery Order","$9,152,388.60","Sep 23, 2022","Sep 13, 2022","5700","DEPT OF THE AIR FORCE","FA4452  763 ESS","P","7B22","IT AND TELECOM - COMPUTE: SERVERS (HARDWARE AND PERPETUAL LICENSE SOFTWARE)","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","ORLANDO","FL","328263714","NONE","NONE OF THE ABOVE","CH34JZ4179Q3","GCFUCHL158N5","CRYTEK GMBH","MASS VIRTUAL, INC.","6CZ17",
